Portfolio_ID,Date,Asset_Class,Target_Allocation,Current_Allocation,Min_Range,Max_Range,Monthly_Return,Volatility,Risk_Score,Market_Sentiment,Drift_Status,Recommended_Action,Target_User,What_They_Are_Looking_For,Why_They_Matter
PF027,2025-06-15,Cash,2,0,0,7,0.27,Very Low,2,Bullish,Within Range,Hold,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF022,2025-06-16,Commodities,10,17,5,15,1.94,Medium,5,Bearish,Above Range,Sell 7%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF048,2025-06-17,Cash,6,2,1,11,0.3,Very Low,1,Bearish,Within Range,Hold,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF029,2025-06-18,International Equity,14,17,9,19,-3.63,Medium,7,Bullish,Within Range,Hold,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF035,2025-06-19,Commodities,15,16,10,20,-1.58,Medium,6,Bearish,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF049,2025-06-20,Cash,9,3,4,14,0.11,Very Low,1,Neutral,Below Range,Buy 6%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF002,2025-06-21,Commodities,5,4,0,10,1.11,Medium,6,Bearish,Within Range,Hold,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF007,2025-06-22,International Equity,11,7,6,16,-0.82,Medium,5,Bearish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF036,2025-06-23,International Equity,14,9,9,19,-4.73,Medium,7,Neutral,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF038,2025-06-24,Bonds,33,30,28,38,-0.25,Low,4,Neutral,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF043,2025-06-25,International Equity,13,7,8,18,1.93,Medium,6,Bearish,Below Range,Buy 6%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF021,2025-06-26,International Equity,16,11,11,21,-0.82,Medium,7,Bearish,Within Range,Hold,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF041,2025-06-27,US Equity,42,38,37,47,1.64,High,9,Bearish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF025,2025-06-28,Cash,2,0,0,7,0.31,Very Low,2,Bearish,Within Range,Hold,Investment Analysts,Performance tracking,Support investment teams using data-driven insights and analytics.
PF035,2025-06-29,Cash,6,12,1,11,0.49,Very Low,1,Bullish,Above Range,Sell 6%,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF035,2025-06-30,Commodities,14,22,9,19,-2.87,Medium,7,Neutral,Above Range,Sell 8%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF046,2025-07-01,Bonds,23,16,18,28,0.8,Low,3,Bullish,Below Range,Buy 7%,Risk Management Teams,Risk governance,Ensure portfolio exposure remains within approved risk thresholds.
PF019,2025-07-02,Cash,3,1,0,8,0.81,Very Low,2,Bullish,Within Range,Hold,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF049,2025-07-03,Cash,0,0,0,5,0.87,Very Low,1,Neutral,Within Range,Hold,Retail Investors,Simple recommendations,Potential future users seeking simplified investment decision support.
PF030,2025-07-04,International Equity,20,25,15,25,-0.5,Medium,6,Neutral,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF019,2025-07-05,International Equity,17,20,12,22,5.2,Medium,6,Bearish,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF028,2025-07-06,Commodities,10,3,5,15,-3.0,Medium,5,Bearish,Below Range,Buy 7%,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF028,2025-07-07,Bonds,29,32,24,34,0.0,Low,3,Neutral,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF045,2025-07-08,US Equity,38,34,33,43,2.72,High,10,Bearish,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF034,2025-07-09,Bonds,22,17,17,27,-0.59,Low,4,Bullish,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF023,2025-07-10,Cash,3,0,0,8,0.92,Very Low,2,Bullish,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF019,2025-07-11,International Equity,14,8,9,19,-2.02,Medium,7,Bullish,Below Range,Buy 6%,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF024,2025-07-12,US Equity,42,49,37,47,3.3,High,9,Bullish,Above Range,Sell 7%,Financial Researchers,Risk modeling,Improve portfolio models and validate investment methodologies.
PF028,2025-07-13,Cash,9,3,4,14,0.01,Very Low,1,Neutral,Below Range,Buy 6%,Investment Committees,Investment transparency,Approve investment strategies and oversee governance.
PF045,2025-07-14,International Equity,11,5,6,16,1.14,Medium,7,Bearish,Below Range,Buy 6%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF001,2025-07-15,International Equity,11,6,6,16,0.44,Medium,7,Neutral,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF050,2025-07-16,Bonds,25,33,20,30,2.13,Low,3,Neutral,Above Range,Sell 8%,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF037,2025-07-17,US Equity,45,45,40,50,4.26,High,10,Bearish,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF025,2025-07-18,Bonds,25,20,20,30,-0.09,Low,3,Bullish,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF033,2025-07-19,Bonds,21,20,16,26,0.29,Low,4,Neutral,Within Range,Hold,Retail Investors,Portfolio insights,Potential future users seeking simplified investment decision support.
PF024,2025-07-20,US Equity,40,34,35,45,6.4,High,8,Neutral,Below Range,Buy 6%,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF027,2025-07-21,Bonds,29,32,24,34,1.37,Low,3,Bullish,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF032,2025-07-22,US Equity,42,34,37,47,4.87,High,8,Neutral,Below Range,Buy 8%,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF041,2025-07-23,US Equity,39,47,34,44,0.37,High,8,Neutral,Above Range,Sell 8%,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF018,2025-07-24,International Equity,20,19,15,25,-1.5,Medium,7,Bearish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF029,2025-07-25,Bonds,26,22,21,31,-0.58,Low,4,Bullish,Within Range,Hold,Retail Investors,Simple recommendations,Potential future users seeking simplified investment decision support.
PF026,2025-07-26,Commodities,6,7,1,11,4.26,Medium,6,Bullish,Within Range,Hold,Risk Management Teams,Risk governance,Ensure portfolio exposure remains within approved risk thresholds.
PF004,2025-07-27,Cash,0,4,0,5,0.85,Very Low,1,Bullish,Within Range,Hold,Pension Funds,Stable long-term returns,Manage institutional capital and long-term beneficiary obligations.
PF006,2025-07-28,Bonds,26,20,21,31,1.33,Low,3,Bullish,Below Range,Buy 6%,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF023,2025-07-29,Commodities,12,17,7,17,4.22,Medium,5,Neutral,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF006,2025-07-30,Bonds,28,21,23,33,1.46,Low,4,Neutral,Below Range,Buy 7%,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF037,2025-07-31,Commodities,11,19,6,16,-1.51,Medium,7,Bearish,Above Range,Sell 8%,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF011,2025-08-01,Cash,0,2,0,5,0.6,Very Low,1,Neutral,Within Range,Hold,Retail Investors,Simple recommendations,Potential future users seeking simplified investment decision support.
PF038,2025-08-02,US Equity,42,41,37,47,2.48,High,8,Bullish,Within Range,Hold,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF034,2025-08-03,US Equity,46,47,41,51,-2.72,High,8,Neutral,Within Range,Hold,Risk Management Teams,Exposure monitoring,Ensure portfolio exposure remains within approved risk thresholds.
PF034,2025-08-04,International Equity,13,15,8,18,3.6,Medium,5,Neutral,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF012,2025-08-05,Commodities,15,10,10,20,-0.63,Medium,5,Bearish,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF012,2025-08-06,Cash,2,6,0,7,0.31,Very Low,2,Bullish,Within Range,Hold,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF029,2025-08-07,Cash,1,8,0,6,0.14,Very Low,1,Bullish,Above Range,Sell 7%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF027,2025-08-08,US Equity,43,43,38,48,5.23,High,9,Neutral,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF021,2025-08-09,International Equity,16,23,11,21,4.46,Medium,6,Bullish,Above Range,Sell 7%,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF042,2025-08-10,Commodities,10,7,5,15,3.32,Medium,7,Bearish,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF004,2025-08-11,Bonds,25,23,20,30,2.9,Low,4,Bearish,Within Range,Hold,Risk Management Teams,Exposure monitoring,Ensure portfolio exposure remains within approved risk thresholds.
PF006,2025-08-12,International Equity,15,20,10,20,-3.95,Medium,5,Bullish,Within Range,Hold,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF003,2025-08-13,International Equity,17,17,12,22,-3.91,Medium,6,Bearish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF036,2025-08-14,Commodities,9,2,4,14,-2.49,Medium,7,Neutral,Below Range,Buy 7%,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF049,2025-08-15,US Equity,47,46,42,52,1.19,High,8,Neutral,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF047,2025-08-16,International Equity,13,6,8,18,0.08,Medium,7,Neutral,Below Range,Buy 7%,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF027,2025-08-17,US Equity,37,39,32,42,6.14,High,10,Neutral,Within Range,Hold,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF003,2025-08-18,Bonds,23,24,18,28,2.47,Low,4,Neutral,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF002,2025-08-19,Bonds,32,36,27,37,-0.84,Low,3,Bearish,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF047,2025-08-20,Commodities,9,4,4,14,5.72,Medium,6,Bearish,Within Range,Hold,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF009,2025-08-21,International Equity,13,20,8,18,4.11,Medium,7,Bullish,Above Range,Sell 7%,Investment Committees,Investment transparency,Approve investment strategies and oversee governance.
PF033,2025-08-22,Cash,0,0,0,5,0.03,Very Low,1,Bearish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF002,2025-08-23,International Equity,15,21,10,20,-2.87,Medium,6,Bearish,Above Range,Sell 6%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF009,2025-08-24,International Equity,13,12,8,18,3.13,Medium,7,Neutral,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF044,2025-08-25,Bonds,27,27,22,32,0.7,Low,4,Bullish,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF018,2025-08-26,Cash,10,13,5,15,0.56,Very Low,2,Bearish,Within Range,Hold,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF047,2025-08-27,Commodities,15,13,10,20,-2.5,Medium,7,Neutral,Within Range,Hold,Retail Investors,Simple recommendations,Potential future users seeking simplified investment decision support.
PF033,2025-08-28,US Equity,50,54,45,55,4.58,High,10,Bullish,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF048,2025-08-29,Commodities,9,5,4,14,3.41,Medium,7,Bullish,Within Range,Hold,Retail Investors,Simple recommendations,Potential future users seeking simplified investment decision support.
PF013,2025-08-30,Commodities,10,11,5,15,0.64,Medium,5,Neutral,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF021,2025-08-31,Cash,6,0,1,11,0.87,Very Low,1,Bearish,Below Range,Buy 6%,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF049,2025-09-01,Bonds,35,37,30,40,1.54,Low,4,Bullish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF021,2025-09-02,US Equity,39,44,34,44,7.55,High,10,Bullish,Within Range,Hold,Retail Investors,Portfolio insights,Potential future users seeking simplified investment decision support.
PF005,2025-09-03,Cash,10,9,5,15,0.23,Very Low,2,Bearish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
